visa,doc
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
DECRET EXECUTIF n° 08-04 — portant statut particulier des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
DECRET EXECUTIF n° 11-328 — portant statut particulier des fonctionnaires appartenant aux corps spécifiques à l'administration chargée des transports,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
DECRET EXECUTIF n° 14-193 — fixant les attributions du directeur général de la fonction publique et de la réforme administrative,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
"DECRET EXECUTIF n° 18-331 — fixant les attributions du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire","Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
"DECRET EXECUTIF n° 19-303 — définissant la nature, les missions, l'organisation et le fonctionnement de la délégation nationale à la sécurité routière","Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
arrêté interministériel fixant l'organisation interne de la délégation nationale à la sécurité routière,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
arrêté interministériel portant création de démembrements de la délégation nationale à la sécurité routière,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
LOI n° 79-07 — portant code des douanes,
LOI n° 15-18 — portant loi de finances pour 2016,
"DECRET PRESIDENTIEL n° 98-03 — portant ratification de la convention relative à l'admission temporaire, faite à Istanbul, le 26 juin 1990",
"DECRET PRESIDENTIEL n° 11-383 — fixant les règles et procédures régissant l'exportation des matériels, équipements et produits sensibles",
DECRET PRESIDENTIEL n° 20-95 — fixant les missions et attributions du secrétaire général du ministère de la défense nationale,
DECRET PRESIDENTIEL n° 22-305 — portant nomination des membres du Gouvernement,
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,
DECRET EXECUTIF n° 09-410 — fixant les règles de sécurité applicables aux activités portant sur les équipements sensibles,
"DECRET EXECUTIF n° 15-250 — fixant les conditions et les modalités d'acquisition, d'utilisation et de cession des équipements d'aide à la pêche par les professionnels de la pêche",
"DECRET EXECUTIF n° 17-353 — relatif aux matériels importés en admission temporaire destinés à être utilisés pour la production, l'exécution de travaux ou le transport en trafic interne, ainsi que la détermination du taux unique mensuel des droits et taxes qui leur sont appliqués",
"DECRET EXECUTIF n° 18-331 — fixant les attributions du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire",
DECRET EXECUTIF n° 20-178 — fixant les attributions du ministre de la poste et des télécommunications,
DECRET EXECUTIF n° 21-366 — fixant les attributions du ministre des transports,
"arrêté interministériel fixant les conditions et les modalités d'acquisition, de détention, d'exploitation, d'utilisation et de cession des équipements sensibles",
constitution_1996,DECRET PRESIDENTIEL n° — portant nomination de sous-directeurs au Conseil supérieur de la magistrature.
"DECRET PRESIDENTIEL n° 21-416 — fixant les attributions, la composition, l'organisation et le fonctionnement du Conseil supérieur de la jeunesse",DECRET PRESIDENTIEL n° — portant nomination de sous-directeurs au Conseil supérieur de la magistrature.
le procès-verbal de la délibération de l'assemblée générale tenue portant adoption du règlement intérieur du Conseil supérieur de la jeunesse,DECRET PRESIDENTIEL n° — portant nomination de sous-directeurs au Conseil supérieur de la magistrature.
constitution_1996,"Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
"ORDONNANCE n° 76-104 — portant code des impôts indirects, notamment son article 298","Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
DECRET PRESIDENTIEL n° 21-275 — portant nomination du Premier ministre,"Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
DECRET PRESIDENTIEL n° 22-305 — portant nomination des membres du Gouvernement,"Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
"DECRET EXECUTIF n° 04-331 — portant réglementation des activités de fabrication, d'importation et de distribution de produits tabagiques","Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
constitution_1996,"Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
"LOI n° 21-16 — portant loi de finances pour 2022, notamment son article 190","Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
DECRET PRESIDENTIEL n° 21-275 — portant nomination du Premier ministre,"Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
DECRET PRESIDENTIEL n° 22-305 — portant nomination des membres du Gouvernement,"Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
"DECRET EXECUTIF n° 22-70 — fixant les conditions, les modalités et le montant de l'allocation chômage ainsi que les engagements des bénéficiaires","Décret exécutif n° 23-124 — modifiant et complétant le décret exécutif n° 90-240 du 4 août 1990 fixant les conditions de fabrication, de mise en vente et de contrôle des médicaments vétérinaires."
"ORDONNANCE n° 76-101 — portant code des impôts directs et taxes assimilées, notamment ses articles 196 bis à 196 octies",
LOI n° 08-07 — portant loi d'orientation sur la formation et l'enseignement professionnels,
LOI n° 18-10 — fixant les règles applicables en matière d'apprentissage,
"LOI n° 21-16 — portant loi de finances pour 2022, notamment son article 56",
DECRET PRESIDENTIEL n° 22-305 — portant nomination des membres du Gouvernement,
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,
DECRET EXECUTIF n° 03-87 — fixant les attributions du ministre de la formation et de l'enseignement professionnels,
"DECRET PRESIDENTIEL n° 07-308 — fixant les modalités de recrutement des agents contractuels, leurs droits et obligations, les éléments constitutifs de leur rémunération, les règles relatives à leur gestion ainsi que le régime disciplinaire qui leur est applicable, notamment son article 8","ARRETE INTERMINISTERIEL n° N/A — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de la Cour constitutionnelle."
